ticket_index,group_id,group_size,similarity_type,representative_desc,original_desc,normalized_desc
5983,0,31,fuzzy,new printer install,new printer install,[NAME] install
5986,0,31,fuzzy,new printer install,new printer install,[NAME] install
6054,0,31,fuzzy,new printer install,new printer install,[NAME] install
6070,0,31,fuzzy,new printer install,new printer install,[NAME] install
1799,0,6,fuzzy,apogee printer installation,apogee printer installation,[NAME] installation
1808,0,6,fuzzy,apogee printer installation,apogee printer installation,[NAME] installation
4850,0,6,fuzzy,apogee printer installation,apogee printer installation,[NAME] installation
4952,0,6,fuzzy,apogee printer installation,apogee printer installation,[NAME] installation
5744,0,6,fuzzy,apogee printer installation,apogee printer installation,[NAME] installation
6385,0,6,fuzzy,apogee printer installation,apogee printers installation,[NAME] installation
2006,1,2,fuzzy,new printer installation,new printer installation,[NAME] installation
5550,1,2,fuzzy,new printer installation,new printer installation,[NAME] installation
570,0,9,fuzzy,vision finance issue,vision finance issue,[NAME] issue
953,0,9,fuzzy,vision finance issue,vision finance issue,[NAME] issue
1110,0,9,fuzzy,vision finance issue,vision finance issue,[NAME] issue
1667,0,9,fuzzy,vision finance issue,vision finance issue,[NAME] issue
1679,0,9,fuzzy,vision finance issue,vision finance issue,[NAME] issue
1743,0,9,fuzzy,vision finance issue,vision finance issue,[NAME] issue
5371,0,9,fuzzy,vision finance issue,vision finance issue,[NAME] issue
5603,0,9,fuzzy,vision finance issue,vision finance issue,[NAME] issue
6330,0,9,fuzzy,vision finance issue,vision finance issue,[NAME] issue
831,1,4,fuzzy,back office issue,back office issue,[NAME] issue
2379,1,4,fuzzy,back office issue,back office issue,[NAME] issue
3073,1,4,fuzzy,back office issue,back office issue,[NAME] issue
4847,1,4,fuzzy,back office issue,back office issue,[NAME] issue
1544,2,3,fuzzy,backoffice ibt issue,backoffice ibt issue,[NAME] issue
6729,2,3,fuzzy,backoffice ibt issue,backoffice iw issue,[NAME] issue
6908,2,3,fuzzy,backoffice ibt issue,backoffice iw issue,[NAME] issue
1606,3,14,fuzzy,vision order issue,vision order issue,[NAME] issue
1609,3,14,fuzzy,vision order issue,vision order issue,[NAME] issue
1610,3,14,fuzzy,vision order issue,vision order issue,[NAME] issue
1611,3,14,fuzzy,vision order issue,vision order issue,[NAME] issue
1740,3,14,fuzzy,vision order issue,vision order issue,[NAME] issue
2061,3,14,fuzzy,vision order issue,vision order issue,[NAME] issue
2270,3,14,fuzzy,vision order issue,vision order issue,[NAME] issue
2318,3,14,fuzzy,vision order issue,vision order issue,[NAME] issue
3430,3,14,fuzzy,vision order issue,vision order issue,[NAME] issue
3972,3,14,fuzzy,vision order issue,vision order issue,[NAME] issue
5197,3,14,fuzzy,vision order issue,vision order issue,[NAME] issue
5342,3,14,fuzzy,vision order issue,vision order issue,[NAME] issue
5425,3,14,fuzzy,vision order issue,vision order issue,[NAME] issue
6379,3,14,fuzzy,vision order issue,vision order issue,[NAME] issue
1930,4,2,fuzzy,vision payment issue,vision payment issue,[NAME] issue
6176,4,2,fuzzy,vision payment issue,vision payment issue,[NAME] issue
2337,5,2,fuzzy,enable order issue,enable order issue,[NAME] issue
5973,5,2,fuzzy,enable order issue,enable order issue,[NAME] issue
3288,6,2,fuzzy,vision commission issue,vision commission issue,[NAME] issue
3973,6,2,fuzzy,vision commission issue,vision commission issue,[NAME] issue
3405,7,3,fuzzy,vision discount issue,vision discount issue,[NAME] issue
3971,7,3,fuzzy,vision discount issue,vision discount issue,[NAME] issue
3994,7,3,fuzzy,vision discount issue,vision discount issue,[NAME] issue
3446,8,2,fuzzy,fixed uac issue,fixed uac issue,[NAME] issue
4195,8,2,fuzzy,fixed uac issue,fixed uac issue,[NAME] issue
3469,9,2,fuzzy,dims order issue,dims order issue,[NAME] issue
5367,9,2,fuzzy,dims order issue,dims order issue,[NAME] issue
4936,10,2,fuzzy,zebra guns issue,zebra guns issue,[NAME] issue
5506,10,2,fuzzy,zebra guns issue,zebra gun issue,[NAME] issue
124,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
132,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
144,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
155,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
165,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
166,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
168,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
171,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
276,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
285,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
313,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
354,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
360,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
372,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
384,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
523,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
582,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
593,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
674,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
778,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
784,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
785,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
791,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
837,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
1156,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
1430,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
1529,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
1549,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
1650,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
1655,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
1734,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
1745,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
1861,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
1953,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2017,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2018,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2021,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2022,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2046,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2140,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2183,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2195,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2233,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2277,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2418,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2423,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2439,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2447,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2451,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2462,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2465,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2470,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2474,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2515,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2543,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2589,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2686,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2708,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2709,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2711,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2715,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2716,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2719,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2738,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2910,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2913,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2915,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2934,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2939,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2953,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
2964,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3042,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3050,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3103,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3116,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3140,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3169,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3186,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3190,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3276,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3280,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3467,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3532,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3538,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3553,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3621,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3643,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3745,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3802,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3912,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3938,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3976,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
3985,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
4163,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
4714,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
4720,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
4723,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
4759,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
4825,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
4835,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
4852,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
4858,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
5022,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
5200,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
5227,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
5321,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
5412,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
5426,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
5429,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
5450,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
5482,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
5532,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
5715,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
5765,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
5767,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
5769,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
5770,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
5790,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
5856,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
6016,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
6043,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
6084,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
6089,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
6127,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
6197,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
6275,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
6329,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
6342,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
6373,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
6730,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
6888,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
6900,0,132,fuzzy,vision order locked,vision order locked,[NAME] locked
1672,1,3,fuzzy,order is locked,order is locked,[NAME] locked
3477,1,3,fuzzy,order is locked,order is locked,[NAME] locked
4916,1,3,fuzzy,order is locked,order is locked,[NAME] locked
1867,188,5,exact,vision order locked.,vision order locked.,[NAME] locked.
1985,188,5,exact,vision order locked.,vision order locked.,[NAME] locked.
2611,188,5,exact,vision order locked.,vision order locked.,[NAME] locked.
4358,188,5,exact,vision order locked.,vision order locked.,[NAME] locked.
6695,188,5,exact,vision order locked.,vision order locked.,[NAME] locked.
1713,189,3,exact,till sign off,till sign off,[NAME] off
5638,189,3,exact,till sign off,till sign off,[NAME] off
5639,189,3,exact,till sign off,till sign off,[NAME] off
3900,190,2,exact,appstream isnt opening,appstream isnt opening,[NAME] opening
3927,190,2,exact,appstream isnt opening,appstream isnt opening,[NAME] opening
3192,0,3,fuzzy,chip and pin-pinpad not connected for project 2,chip and pin-pinpad not connected for project 2,[NAME] pin-[NAME] [NAME] [ITEM_NUM]
3355,0,3,fuzzy,chip and pin-pinpad not connected for project 2,chip and pin-pinpad not connected on project 2,[NAME] pin-[NAME] [NAME] [ITEM_NUM]
5190,0,3,fuzzy,chip and pin-pinpad not connected for project 2,chip and pin-pinpad not connected for project 4,[NAME] pin-[NAME] [NAME] [ITEM_NUM]
880,0,4,fuzzy,new hp printers,new hp printers,[NAME] printers
1694,0,4,fuzzy,new hp printers,new hp printers,[NAME] printers
4851,0,4,fuzzy,new hp printers,new hp printers,[NAME] printers
5465,0,4,fuzzy,new hp printers,new hp printers,[NAME] printers
6228,1,2,fuzzy,new apogee printers,new apogee printers,[NAME] printers
6238,1,2,fuzzy,new apogee printers,new apogee printers,[NAME] printers
1959,194,7,exact,new hp printers.,new hp printers.,[NAME] printers.
2436,194,7,exact,new hp printers.,new hp printers.,[NAME] printers.
3269,194,7,exact,new hp printers.,new hp printers.,[NAME] printers.
5274,194,7,exact,new hp printers.,new hp printers.,[NAME] printers.
5565,194,7,exact,new hp printers.,new hp printers.,[NAME] printers.
5742,194,7,exact,new hp printers.,new hp printers.,[NAME] printers.
5785,194,7,exact,new hp printers.,new hp printers.,[NAME] printers.
2905,0,2,fuzzy,payment check required,payment check required,[NAME] required
5244,0,2,fuzzy,payment check required,payment check required,[NAME] required
1716,196,4,exact,banking already started,banking already started,[NAME] started
1920,196,4,exact,banking already started,banking already started,[NAME] started
3300,196,4,exact,banking already started,banking already started,[NAME] started
3928,196,4,exact,banking already started,banking already started,[NAME] started
572,197,11,exact,vision order status,vision order status,[NAME] status
2260,197,11,exact,vision order status,vision order status,[NAME] status
3115,197,11,exact,vision order status,vision order status,[NAME] status
3302,197,11,exact,vision order status,vision order status,[NAME] status
3304,197,11,exact,vision order status,vision order status,[NAME] status
4880,197,11,exact,vision order status,vision order status,[NAME] status
4893,197,11,exact,vision order status,vision order status,[NAME] status
4921,197,11,exact,vision order status,vision order status,[NAME] status
5206,197,11,exact,vision order status,vision order status,[NAME] status
5319,197,11,exact,vision order status,vision order status,[NAME] status
6380,197,11,exact,vision order status,vision order status,[NAME] status
297,198,12,exact,vision order unlock,vision order unlock,[NAME] unlock
1127,198,12,exact,vision order unlock,vision order unlock,[NAME] unlock
1287,198,12,exact,vision order unlock,vision order unlock,[NAME] unlock
1469,198,12,exact,vision order unlock,vision order unlock,[NAME] unlock
2636,198,12,exact,vision order unlock,vision order unlock,[NAME] unlock
4439,198,12,exact,vision order unlock,vision order unlock,[NAME] unlock
5480,198,12,exact,vision order unlock,vision order unlock,[NAME] unlock
5673,198,12,exact,vision order unlock,vision order unlock,[NAME] unlock
6042,198,12,exact,vision order unlock,vision order unlock,[NAME] unlock
6336,198,12,exact,vision order unlock,vision order unlock,[NAME] unlock
6807,198,12,exact,vision order unlock,vision order unlock,[NAME] unlock
6868,198,12,exact,vision order unlock,vision order unlock,[NAME] unlock
1633,0,2,fuzzy,back office- banking issue,back office- banking issue,[NAME]- [NAME]
5254,0,2,fuzzy,back office- banking issue,back office- banking issue,[NAME]- [NAME]
3474,1,2,fuzzy,back office- clear qod,back office- clear qod,[NAME]- [NAME]
5443,1,2,fuzzy,back office- clear qod,back office- clear qod,[NAME]- [NAME]
6445,0,2,fuzzy,"refund till-unable to open till function, printer failed to initialize","refund till-unable to open till function, printer failed to initialize","[NAME]-[NAME] [NAME] function, [NAME] [NAME]"
6498,0,2,fuzzy,"refund till-unable to open till function, printer failed to initialize","refund till-unable to launch till function, printer failed to initialize","[NAME]-[NAME] [NAME] function, [NAME] [NAME]"
730,0,8,fuzzy,order locked.,order locked.,[NAME].
1586,0,8,fuzzy,order locked.,order locked.,[NAME].
1991,0,8,fuzzy,order locked.,order locked.,[NAME].
3618,0,8,fuzzy,order locked.,order locked.,[NAME].
3884,0,8,fuzzy,order locked.,order locked.,[NAME].
6069,0,8,fuzzy,order locked.,order locked.,[NAME].
6250,0,8,fuzzy,order locked.,order locked.,[NAME].
6312,0,8,fuzzy,order locked.,order locked.,[NAME].
1764,1,3,fuzzy,new printers.,new printers.,[NAME].
5866,1,3,fuzzy,new printers.,new printers.,[NAME].
5923,1,3,fuzzy,new printers.,new printers.,[NAME].
79,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
160,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
432,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
438,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
556,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
690,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
820,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
832,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
849,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
933,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
1037,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
1272,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
1443,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
1539,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
1552,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
1636,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
1698,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
1819,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
1908,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
2207,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
2502,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
2592,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
2651,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
2775,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
2801,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
2895,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
2968,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
3088,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
3318,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
3439,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
3442,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
3444,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
3668,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
3784,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
3811,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
4062,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
4754,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
4890,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
4947,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
5029,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
5356,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
5808,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
5998,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
6007,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
6126,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
6162,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
6282,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
6484,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
6706,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
6825,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
6920,204,51,exact,back office: banking already started,back office: banking already started,[NAME]: [NAME] started
950,205,6,exact,account - password reset,account - password reset,account - [NAME]
2280,205,6,exact,account - password reset,account - password reset,account - [NAME]
4313,205,6,exact,account - password reset,account - password reset,account - [NAME]
6249,205,6,exact,account - password reset,account - password reset,account - [NAME]
6285,205,6,exact,account - password reset,account - password reset,account - [NAME]
6369,205,6,exact,account - password reset,account - password reset,account - [NAME]
82,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
181,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
235,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
279,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
292,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
410,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
527,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
602,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
814,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
1360,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
1419,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
1637,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
1642,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
2169,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
2206,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
2296,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
2511,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
2552,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
2680,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
2778,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
2783,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
3011,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
3016,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
3048,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
3099,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
3233,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
3314,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
3336,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
3628,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
3886,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
3920,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
4262,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
4383,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
4394,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
4508,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
4577,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
4670,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
4691,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
4784,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
4866,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
4954,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
5269,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
5389,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
5427,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
5485,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
5497,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
5602,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
5634,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
5710,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
5771,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
5829,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
6075,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
6233,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
6316,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
6325,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
6351,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
6503,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
6546,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
6734,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
6882,206,60,exact,ad: password reset,ad: password reset,ad: [NAME]
1670,0,17,fuzzy,apogee - new printers,apogee - new printers,apogee - [NAME]
1684,0,17,fuzzy,apogee - new printers,apogee - new printers,apogee - [NAME]
1870,0,17,fuzzy,apogee - new printers,apogee - new printers,apogee - [NAME]
3076,0,17,fuzzy,apogee - new printers,apogee - new printers,apogee - [NAME]
3152,0,17,fuzzy,apogee - new printers,apogee - new printers,apogee - [NAME]
3230,0,17,fuzzy,apogee - new printers,apogee - new printers,apogee - [NAME]
3788,0,17,fuzzy,apogee - new printers,apogee - new printers,apogee - [NAME]
3874,0,17,fuzzy,apogee - new printers,apogee - new printers,apogee - [NAME]
3885,0,17,fuzzy,apogee - new printers,apogee - new printers,apogee - [NAME]
3945,0,17,fuzzy,apogee - new printers,apogee - new printers,apogee - [NAME]
4933,0,17,fuzzy,apogee - new printers,apogee - new printers,apogee - [NAME]
5262,0,17,fuzzy,apogee - new printers,apogee - new printers,apogee - [NAME]
5264,0,17,fuzzy,apogee - new printers,apogee - new printers,apogee - [NAME]
5457,0,17,fuzzy,apogee - new printers,apogee - new printer,apogee - [NAME]
6256,0,17,fuzzy,apogee - new printers,apogee - new printers,apogee - [NAME]
6259,0,17,fuzzy,apogee - new printers,apogee - new printers,apogee - [NAME]
6465,0,17,fuzzy,apogee - new printers,apogee - new printers,apogee - [NAME]
2988,1,2,fuzzy,apogee - printer installations,apogee - printer installations,apogee - [NAME]
3008,1,2,fuzzy,apogee - printer installations,apogee - printer installations,apogee - [NAME]
5400,2,2,fuzzy,apogee - printer install,apogee - printer install,apogee - [NAME]
5442,2,2,fuzzy,apogee - printer install,apogee - printer install,apogee - [NAME]
969,0,15,fuzzy,apogee - printer replacement (hp printers),apogee - printer replacement (hp printers),apogee - [NAME] ([NAME])
3131,0,15,fuzzy,apogee - printer replacement (hp printers),apogee - printer replacement (hp printers),apogee - [NAME] ([NAME])
