ticket_index,group_id,group_size,similarity_type,representative_desc,original_desc,normalized_desc
5171,0,3,fuzzy,vision - printing issue - proj 4,vision - printing issue - proj 4,vision - [NAME] - [ITEM_NUM]
5501,0,3,fuzzy,vision - printing issue - proj 4,vision - printing issue - proj 1,vision - [NAME] - [ITEM_NUM]
3271,1,4,fuzzy,vision - order locked - proj 1,vision - order locked - proj 1,vision - [NAME] - [ITEM_NUM]
5192,1,4,fuzzy,vision - order locked - proj 1,vision - order locked - proj 2,vision - [NAME] - [ITEM_NUM]
5366,1,4,fuzzy,vision - order locked - proj 1,vision - order locked - proj 3,vision - [NAME] - [ITEM_NUM]
5955,1,4,fuzzy,vision - order locked - proj 1,vision - order locked - proj 1,vision - [NAME] - [ITEM_NUM]
54,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
145,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
180,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
221,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
236,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
284,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
301,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
329,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
337,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
350,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
385,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
397,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
452,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
581,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
643,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
689,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
707,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
852,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
876,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
898,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
938,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
989,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1146,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1212,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1214,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1217,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1269,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1277,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1386,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1399,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1409,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1473,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1480,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1495,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1626,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1681,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1688,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1753,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1773,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1783,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1873,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1919,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1977,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
1999,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2023,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2098,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2142,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2160,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2190,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2194,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2225,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2229,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2314,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2370,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2431,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2438,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2494,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2601,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2690,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2691,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2694,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2733,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2829,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2836,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
2851,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3014,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3034,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3060,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3077,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3097,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3204,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3235,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3275,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3507,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3514,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3537,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3569,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3575,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3595,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3647,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3650,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3653,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3675,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3676,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3679,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3681,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3684,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3749,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3794,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3821,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3826,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3828,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3841,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3855,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3864,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3906,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
3931,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4048,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4057,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4066,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4083,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4087,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4090,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4094,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4096,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4097,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4099,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4100,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4101,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4102,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4104,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4105,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4106,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4107,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4109,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4110,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4115,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4117,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4118,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4119,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4120,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4124,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4125,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4135,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4139,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4140,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4141,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4143,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4144,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4161,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4198,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4229,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4232,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4255,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4263,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4271,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4273,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4295,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4326,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4397,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4420,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4433,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4440,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4444,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4445,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4462,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4477,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4520,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4535,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4542,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4668,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4695,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4737,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4738,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4945,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
4948,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5136,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5283,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5317,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5359,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5376,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5386,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5396,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5540,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5612,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5614,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5621,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5693,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5696,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5724,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5738,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5740,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5772,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5780,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5784,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5805,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5817,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5850,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5851,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5934,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
5981,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6056,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6068,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6091,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6097,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6098,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6114,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6118,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6151,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6154,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6165,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6210,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6305,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6333,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6346,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6352,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6410,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6467,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6514,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6549,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6744,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6777,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6795,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
6847,0,204,fuzzy,vision - error fusion no license,vision - error fusion no license,vision - [NAME] [NAME]
136,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
479,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
661,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
945,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
966,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
1018,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
1278,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
1413,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
2079,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
2086,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
2837,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
2938,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
3079,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
3082,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
3090,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
3110,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
3429,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
3518,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
3548,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
3644,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
3747,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
4259,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
5033,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
5144,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
5232,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
5233,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
5236,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
5561,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
5618,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
5697,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
5807,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
6415,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
6430,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
6466,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
6596,1,35,fuzzy,vision - unable to amend order,vision - unable to amend order,vision - [NAME] [NAME]
463,2,5,fuzzy,vision - unable to cancel order,vision - unable to cancel order,vision - [NAME] [NAME]
1883,2,5,fuzzy,vision - unable to cancel order,vision - unable to cancel order,vision - [NAME] [NAME]
3649,2,5,fuzzy,vision - unable to cancel order,vision - unable to cancel order,vision - [NAME] [NAME]
3936,2,5,fuzzy,vision - unable to cancel order,vision - unable to cancel order,vision - [NAME] [NAME]
3948,2,5,fuzzy,vision - unable to cancel order,vision - unable to cancel order,vision - [NAME] [NAME]
928,3,2,fuzzy,vision - order set to delivered,vision - order set to delivered,vision - [NAME] [NAME]
6144,3,2,fuzzy,vision - order set to delivered,vision - order set to delivered,vision - [NAME] [NAME]
1094,4,8,fuzzy,vision - no fusion license error,vision - no fusion license error,vision - [NAME] [NAME]
1121,4,8,fuzzy,vision - no fusion license error,vision - no fusion license error,vision - [NAME] [NAME]
1265,4,8,fuzzy,vision - no fusion license error,vision - no fusion license error,vision - [NAME] [NAME]
1521,4,8,fuzzy,vision - no fusion license error,vision - no fusion license error,vision - [NAME] [NAME]
2542,4,8,fuzzy,vision - no fusion license error,vision - no fusion license error,vision - [NAME] [NAME]
5125,4,8,fuzzy,vision - no fusion license error,vision - no fusion license error,vision - [NAME] [NAME]
6606,4,8,fuzzy,vision - no fusion license error,vision - no fusion license error,vision - [NAME] [NAME]
6753,4,8,fuzzy,vision - no fusion license error,vision - no fusion license error,vision - [NAME] [NAME]
1343,5,2,fuzzy,vision - non amendable fusuion products,vision - non amendable fusuion products,vision - [NAME] [NAME]
6724,5,2,fuzzy,vision - non amendable fusuion products,vision - non amendable fusion products,vision - [NAME] [NAME]
1629,6,4,fuzzy,vision - unable to amend sku,vision - unable to amend sku,vision - [NAME] [NAME]
2143,6,4,fuzzy,vision - unable to amend sku,vision - unable to amend sku,vision - [NAME] [NAME]
3962,6,4,fuzzy,vision - unable to amend sku,vision - unable to add sku,vision - [NAME] [NAME]
5341,6,4,fuzzy,vision - unable to amend sku,vision - unable to amend sku,vision - [NAME] [NAME]
2049,0,19,fuzzy,vision - error fusion no license (proj1),vision - error fusion no license (proj1),vision - [NAME] [NAME] ([CODE])
2317,0,19,fuzzy,vision - error fusion no license (proj1),vision - error fusion no license (proj2),vision - [NAME] [NAME] ([CODE])
3588,0,19,fuzzy,vision - error fusion no license (proj1),vision - error fusion no license (proj1),vision - [NAME] [NAME] ([CODE])
3605,0,19,fuzzy,vision - error fusion no license (proj1),vision - error fusion no license (proj3),vision - [NAME] [NAME] ([CODE])
3852,0,19,fuzzy,vision - error fusion no license (proj1),vision - error fusion no license (proj1),vision - [NAME] [NAME] ([CODE])
4064,0,19,fuzzy,vision - error fusion no license (proj1),vision - error fusion no license (proj4),vision - [NAME] [NAME] ([CODE])
4078,0,19,fuzzy,vision - error fusion no license (proj1),vision - error fusion no license (proj2),vision - [NAME] [NAME] ([CODE])
4082,0,19,fuzzy,vision - error fusion no license (proj1),vision - error fusion no license (proj3),vision - [NAME] [NAME] ([CODE])
4084,0,19,fuzzy,vision - error fusion no license (proj1),vision - error fusion no license (proj1),vision - [NAME] [NAME] ([CODE])
4098,0,19,fuzzy,vision - error fusion no license (proj1),vision - error fusion no license (proj1),vision - [NAME] [NAME] ([CODE])
4103,0,19,fuzzy,vision - error fusion no license (proj1),vision - error fusion no license (proj2),vision - [NAME] [NAME] ([CODE])
4112,0,19,fuzzy,vision - error fusion no license (proj1),vision - error fusion no license (proj4),vision - [NAME] [NAME] ([CODE])
4128,0,19,fuzzy,vision - error fusion no license (proj1),vision - error fusion no license (proj6),vision - [NAME] [NAME] ([CODE])
4133,0,19,fuzzy,vision - error fusion no license (proj1),vision - error fusion no license (proj1),vision - [NAME] [NAME] ([CODE])
4137,0,19,fuzzy,vision - error fusion no license (proj1),vision - error fusion no license (proj6),vision - [NAME] [NAME] ([CODE])
4205,0,19,fuzzy,vision - error fusion no license (proj1),vision - error fusion no license (proj1),vision - [NAME] [NAME] ([CODE])
4221,0,19,fuzzy,vision - error fusion no license (proj1),vision - error fusion no license (proj4),vision - [NAME] [NAME] ([CODE])
6208,0,19,fuzzy,vision - error fusion no license (proj1),vision - error fusion no license (proj2),vision - [NAME] [NAME] ([CODE])
6425,0,19,fuzzy,vision - error fusion no license (proj1),vision - error fusion no license (proj5),vision - [NAME] [NAME] ([CODE])
3612,1,3,fuzzy,vision - failed to reserve session (proj5),vision - failed to reserve session (proj5),vision - [NAME] [NAME] ([CODE])
3614,1,3,fuzzy,vision - failed to reserve session (proj5),vision - failed to reserve session (proj1),vision - [NAME] [NAME] ([CODE])
3615,1,3,fuzzy,vision - failed to reserve session (proj5),vision - failed to reserve session (proj4),vision - [NAME] [NAME] ([CODE])
